"sampleid","method","Fragment Size Median","Fragment Size First Quartile","Fragment Size Third Quartile"
2445,"Bead Blaster",101,78,139
2446,"Bead Blaster",106,78,149
2447,"Bead Blaster",133,98,179
2448,"Bead Blaster",106,78,149
2449,"Bead Blaster",109,76,156
2450,"Bead Blaster",114,81,161
2451,"Bead Blaster",132,95,184
2452,"Bead Blaster",144,107,193
2453,"Bead Blaster",121,85,171
2454,"Bead Blaster",150,110,204
2455,"Bead Blaster",125,90,173
2456,"Bead Blaster",70,56,99
2457,"Bead Blaster",147,105,219
2458,"Bead Blaster",139,101,186
2459,"Bead Blaster",124,89,171
2460,"Bead Blaster",163,118,222
2461,"Bead Blaster",111,84,151
2462,"Bead Blaster",142,105,190
2463,"Bead Blaster",132,97,178
2464,"Bead Blaster",161,117,224
2465,"Bead Blaster",117,87,160
2466,"Bead Blaster",158,113,219
2467,"Bead Blaster",146,104,201
2468,"Bead Blaster",150,109,210
2469,"Bead Blaster",119,85,165
2470,"Bead Blaster",91,66,132
2471,"Bead Blaster",129,96,173
2472,"Bead Blaster",167,119,251
2473,"Bead Blaster",132,99,180
2474,"Bead Blaster",147,107,205
2475,"Bead Blaster",136,100,185
2476,"Bead Blaster",145,106,202
2477,"Bead Blaster",133,98,178
2478,"Bead Blaster",102,77,142
2479,"Bead Blaster",130,92,182
2480,"Bead Blaster",125,82,185
2481,"Bead Blaster",120,85,170
2482,"Bead Blaster",116,79,169
2483,"Bead Blaster",131,91,183
2484,"Bead Blaster",95,70,133
2485,"Bead Blaster",134,99,184
2486,"Bead Blaster",135,99,183
2487,"Bead Blaster",130,93,179
2488,"Bead Blaster",164,119,228
2489,"Bead Blaster",148,108,201
2490,"Bead Blaster",133,98,183
2491,"Bead Blaster",143,104,192
2492,"Bead Blaster",135,101,179
2493,"Bead Blaster",159,116,214
2494,"Bead Blaster",148,107,202
2495,"Bead Blaster",155,111,212
2496,"Bead Blaster",156,107,223
2497,"Bead Blaster",182,127,259
2498,"Bead Blaster",171,121,239
2499,"Bead Blaster",110,80,150
2500,"Bead Blaster",128,94,175
2501,"Bead Blaster",153,111,205
2502,"Bead Blaster",127,94,168
2503,"Bead Blaster",151,110,203
2504,"Bead Blaster",152,109,210
2505,"Bead Blaster",127,94,172
2506,"Bead Blaster",131,97,175
2507,"Bead Blaster",152,110,209
2508,"Bead Blaster",130,97,172
2509,"Bead Blaster",142,102,189
2510,"Bead Blaster",146,107,195
2511,"Bead Blaster",172,125,237
2512,"Bead Blaster",184,132,259
2513,"Bead Blaster",188,131,271
2514,"Bead Blaster",170,124,231
2515,"Bead Blaster",137,99,191
2516,"Bead Blaster",127,94,170
2517,"Bead Blaster",124,90,172
2518,"Bead Blaster",122,88,169
2519,"Bead Blaster",132,96,179
2520,"Bead Blaster",147,107,199
2521,"Bead Blaster",101,76,138
2522,"Bead Blaster",130,95,177
2523,"Bead Blaster",126,91,173
2524,"Bead Blaster",135,99,182
2525,"Bead Blaster",132,97,180
2526,"Bead Blaster",148,109,199
2527,"Bead Blaster",158,115,212
2528,"Bead Blaster",156,112,212
2529,"Bead Blaster",148,107,201
2530,"Bead Blaster",144,107,193
2531,"Bead Blaster",120,89,158
2532,"Bead Blaster",121,89,162
2533,"Bead Blaster",140,100,195
2534,"Bead Blaster",130,93,179
2535,"Bead Blaster",97,70,132
2536,"Bead Blaster",115,86,158
2537,"Bead Blaster",109,80,147
2538,"Bead Blaster",114,76,167
2539,"Bead Blaster",121,85,171
2540,"Bead Blaster",134,101,176
2541,"Bead Blaster",121,89,166
2542,"Bead Blaster",123,84,175
2543,"Bead Blaster",120,85,167
2544,"Bead Blaster",103,73,146
2545,"Bead Blaster",97,72,131
2546,"Bead Blaster",133,99,176
2547,"Bead Blaster",114,80,161
2548,"Bead Blaster",115,81,161
2549,"Bead Blaster",142,104,187
2550,"Bead Blaster",132,96,179
2551,"Bead Blaster",119,83,166
2552,"Bead Blaster",111,82,149
2553,"Bead Blaster",107,78,147
2554,"Bead Blaster",107,77,149
2555,"Bead Blaster",127,94,172
2556,"Bead Blaster",152,110,209
2557,"Bead Blaster",130,95,177
2558,"Bead Blaster",108,78,148
2559,"Bead Blaster",115,87,151
2560,"Bead Blaster",135,102,173
2561,"Bead Blaster",107,80,141
2562,"Bead Blaster",152,109,208
2563,"Bead Blaster",89,70,112
2564,"Bead Blaster",103,77,144
2565,"Bead Blaster",111,84,150
2566,"Bead Blaster",138,103,183
2567,"Bead Blaster",134,96,182
2568,"Bead Blaster",148,106,206
2569,"Bead Blaster",113,81,158
2570,"Bead Blaster",102,78,138
2571,"Bead Blaster",107,78,150
2572,"Bead Blaster",131,95,180
2573,"Bead Blaster",121,85,171
2574,"Bead Blaster",130,89,181
2575,"Bead Blaster",71,58,101
2576,"Bead Blaster",132,99,180
2577,"Bead Blaster",91,72,125
2578,"Bead Blaster",125,90,170
2579,"Bead Blaster",117,83,163
2580,"Bead Blaster",89,69,124
2581,"Bead Blaster",151,109,202
2582,"Bead Blaster",147,107,205
2583,"Bead Blaster",119,84,166
2584,"Bead Blaster",133,94,190
2585,"Bead Blaster",113,82,153
2586,"Bead Blaster",90,70,122
2587,"Bead Blaster",125,89,174
2588,"Bead Blaster",110,76,158
